Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Tipe klasifikasi HS,Tipe klasifikasi Abusive
freepo usaha asing pe izin usaha tambang indonesia 1960 pakar geologi freepo temu cadang tembaga emas puncak jayawijaya sepe i lapor teliti belanda,0,0,0,0,0,0,0,0,0,0,0,0,No,No
wisata budaya kabupaten sukabumi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
islam hindu pas,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cocot kintil,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
rindu mu bea i ajar ku bunuh ulungnnsebab rindu bunuh bom hancur eaakkk,0,0,0,0,0,0,0,0,0,0,0,0,No,No
diam anjing daniel edan ya,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
langsung paten oh buku komunis oh buku ekstrem baca ajar buku larang manfaat ajar sejarah indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tolol sih cal laki,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
persib kunyuk selaluxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
taat tuhan malam kemarin ejek kecut perek lacur wanita wanita rendah ejek suami takut suami mas bilang bajing gelap bajing,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
presiden as be emu pm jepang florida as bicara denuklirisasi korea utara cnn indonesian news room,0,0,0,0,0,0,0,0,0,0,0,0,No,No
agama hindu karma a inya bahasa sanseke a karma laku jalan,0,0,0,0,0,0,0,0,0,0,0,0,No,No
gimanaaaa cerita barel allegedly tas isi bom astagfirullah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cupu,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
nek guyon mara mati rezeki konco nama bajing lucu ketemu,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
nenek nenek monyet anjing kayak tuyul kepala lubang kayak groot kayak serigala muka mata imajinasi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kasih makan kol putih budu kasih kangkung mencret kasih vitamin telat kasih makan,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bolot idiot berisik lawak kocak semangat wkwk,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
sejarah puasa adopsi adaptasi agamaagama bag vhabis,0,0,0,0,0,0,0,0,0,0,0,0,No,No
puluh indonesia bilang negara daulat era jokowi blok mahakam asai 100 pe amina januari 2018nnfreepo tambang emas saham 51 asai indonesia waras ter,0,0,0,0,0,0,0,0,0,0,0,0,No,No
4 alami kendala atur chat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ya tabok orang,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
komisi berantas korupsi lembaga negara berantas korupsi lemah lemah dewan wakil rakyat uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
berita polling,0,0,0,0,0,0,0,0,0,0,0,0,No,No
izin pintu camatxf0x9fx98xa0xf0x9fx98xa0npolitisi ai rampok otak e cacingannbilang paxe2x80xa6,1,1,0,1,0,0,1,0,0,0,1,0,Yes,Yes
balas pakai pantun nnxf0x9fx8exb6npergi jawa pakai baju leceknxf0x9fx8exb6xf0x9fx8exb6nmembawa nyonya cililitan tuju serpongnxf0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
parah jaehyun perek,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
warga negeri camat bilah hilir deklarasi anti hoaks amp pilih kepala daerah 2018 damai,0,0,0,0,0,0,0,0,0,0,0,0,No,No
culun kayak pawai tujuh bas,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
suara papua 3 persen total pilih indonesia jokowi 8 kali papua adil sosial rakyat indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ganyang partai demokrasi indonesia p partai demokrasi indonesia p ubah nama partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,0,1,Yes,No
nusantara asing xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0,No,No
terima kasih jokowi 2019 prabowo anis matta presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
asperger autis pokok beda orang pasal dibullybeda indah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
dibudakcintakan anjing dibudakcintakan mempan gila sih,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
revolusi muhammad konstruksi sosiologis arab jahiliyahmengubah buah dogma budaya paganisme dominasi suku feodal masyarakat kelas kurun 30 jiwajiwa bersih menang revolusi jiwa,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bilang bodoh,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
dinar enterpreneur muda muslim hadap saing masyarakat ekonomi asean,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ya orangorang islam tunduk ketiak rezim anti islam cc,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
orang sarap cobaaak xf0x9fx98x82xf0x9fx98x82,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
nama arisha panggil rumah instan sederhana sehat nama asing bilang nama buah kota inggris arisha anak tunggal hidup mandiri xe2,0,0,0,0,0,0,0,0,0,0,0,0,No,No
stres ahoker tai,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
badan pusat statistikmencatat nilai ekspor indonesia maret 2018 capai us1558 miliar alami tingkat 1024 banding ekspor februari 2018 simakgt,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pilih kepala daerah damai anti hoaks,0,0,0,0,0,0,0,0,0,0,0,0,No,No
harga turun 180 derajat otak campur nanah kencing onta sadar woin2019gantitelor,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
kerja bolak faktayahudi musuh aswaja zamandi yaman syiah perangixd8xb3xd9x8fxd8xa8xd9x92xd8xadxd9x8exd8xa7xd9x86xd9x8e xd8xa7xd9x84xd9x8,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bumdesmenduniantppilampung menteri desa pdt transmigrasi dorong cepat bangun desa indonesiaxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0,No,No
menteri agama ajar dungu biadab alquran masyarakat te ipu,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
orang saudara hai kafir tuju orang orang muslim bot,0,0,0,0,0,0,0,0,0,0,0,0,No,No
asyik menang asyik dukung ulama,0,0,0,0,0,0,0,0,0,0,0,0,No,No
men are sampah wkwk jap daler pahal orang cacat,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
ngentot hore,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
maju anjing nih orang tshi beli haha,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
ya ampun ejek sipit,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kayak nya burik juk xcdxa1xc2xb0 xcdx9cxcax96 xcdxa1xc2xb0nnjfc,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
a is kampung gmnin udikkampungan handphone anak cemplung beli pakai keringat halal hasil kangkang laki orang,1,1,0,1,0,1,0,1,0,0,1,0,Yes,Yes
jabar wakil gubernur konsisten meika agate,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
2019 ganti presidennyg suka umbar janji lengser,1,0,1,0,0,0,0,0,1,0,0,1,Yes,No
hindar partai politik lindung preman nista agama koruptor bohong jual aset negara impor kuli asing suka utang,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
19endingnya khilafah tempuh bikin ai ditii bahaya ideologi komunis,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
anjir paypal anjing banget kena fee nya,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
mas kafir biar tuhan urus urus pikir tulis perilaku hindu tri kayak parisudha pikir me,0,0,0,0,0,0,0,0,0,0,0,0,No,No
asing bantah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
keluarga halilintar hem km tau udik,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
pokok teroris jancuk,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
jokowi 2 periode,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kerja seks komersial tawar gerindra joko wi rakyat kere suruh jual kali bantu,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
kunyuk,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
isi surat kayak titip nisa sangkut suka suka dijagainnedan sakit banget xf0x9fx98xa2xf0x9fx98xa2xf0x9fx98xa2xf0x9fx98xa2xf0x9fx98xa2,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
lapor posko juang rakyat dukung lapor rawan juang demokrasi organisasi sayap partai demokrasi indonesia juang,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
candi sawentar rupa salah tinggal sejarah cantik komitmen gus ipul cantik hilang sejarah budaya saudara makmur jawa timur gus ipul,0,0,0,0,0,0,0,0,0,0,0,0,No,No
lelah hayati gedung teriak jokowi bela komunis antek orde gedung mentwit jokowi represif medioker ham kayak orde,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
model ceramah nya kayak jancuk silit celeng gus gus,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
cebong yaaaxf0x9fx98x81xf0x9fx98x81xf0x9fx98x81nbau amis,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
asma dewi ciduk alumni 212 dukung anies sandi loyalis prabowo,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
dengar nama nusantara lagu koes plus jamal mirdad bayang nama tokoh partai komunis indonesia eksekusi mati abri hehe tebak coba xf0x9fx98x83,0,0,0,0,0,0,0,0,0,0,0,0,No,No
aduh e dominasi orang orang paham ekonomi ya perintah kelola uang negara,0,0,0,0,0,0,0,0,0,0,0,0,No,No
a selera suka kejut,0,0,0,0,0,0,0,0,0,0,0,0,No,No
doa amin malaikat 2019 ganti presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
fakta pilih kepala daerah daerah khusus ibukota imbal jasa jamin dukung anises sandi 2014 narkoba iya candu 1 dukung anies sandi,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
panitia awas milu camat kota imbau sukses pilih kepala daerah wilayah kota,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tertawa anjir,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
nista agama pakai assalamualaikum kasihan umat muslim hatxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0,No,No
segeulgie cantik sipit kayak,0,0,0,0,0,0,0,0,0,0,0,0,No,No
asing bahagia putar asing,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kasar komunis free sex cadang minyak limpah mudah capai had,0,0,0,0,0,0,0,0,0,0,0,0,No,No
haha apes menteri media sosial cocok cocot buka kerja apes,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
sampah bro rumah ikan xe2x80x9crumponxe2x80x9ddan tumbuh terumbu karang biota laut hati limut benci salah besma,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jilbab akhlak pecunncuihhh,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
tipu berani bilang uji allahhadehampun deh bodoh bin idiot orang,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
presiden jokowi tanggap keluh rakyat rakyat kagum amp simpati hadap beliau,0,0,0,0,0,0,0,0,0,0,0,0,No,No
amanah abdi tingkat budaya kerja birokrasi selamat kerja selamat karya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
najis wkwk,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
pret kampret dukung 2019 ganti presiden tppresidenmu sapa rocky gerung kafir kah,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
gera komunis langsung sembunyi kabar kah anti jaring islam liberal anti syiah anti komunis media islam,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
iya akun hutang negara pimpin kalah gunung sahari,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
empok silvy nyinyir melulu pe anyaan nya sayang sesat maklum sih dese mak mak devat final daerah khusus ibukota debat final pilih kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
dasar kena pajak gema adil dorong ahmad heryawan calon presiden calon presiden ri 20192024 pakat sayap pemuda partai adil sejahtera gelar rapat pimpin nasional kota bandung 1516 april 2018,0,0,0,0,0,0,0,0,0,0,0,0,No,No
nusantaransemuanya impo nhindubudhaislam impo asli nusantara animisme,0,0,0,0,0,0,0,0,0,0,0,0,No,No
lihat memek horny sayang,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
allah subhanahu wa taala halal a rampas janji rampas muslim buang islam teriak no korupsi,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
bambang muka kontol hina ulama hajar dasar antek komunis,1,1,1,0,0,1,1,1,0,1,0,0,Yes,Yes
ya friends with benefit muazin nafsu wkwk beda jablay fw,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jaman budaya jawa kental hindu buddha hidup tenteram jaman revolusi industri hidup tenteram pandang a inya mercedes life goal ideal a,0,0,0,0,0,0,0,0,0,0,0,0,No,No
wajah lihat oonmunafik sok pintarsok suciiblis,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
hati hati bani onta nyinyir bilang ahok sih kafir citra wkwk hati hati bani onta cari taktik nyinyir xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
bangun infrastruktur topang pe umbuhan ekonomi kuat tumbuh 55,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ngegym mampus badan sakit sakit kayak habis gebuk breath again gulung onnya young living mempan sok i tulis my pt mbak kuat badan sakit sakit besok latih yaanniya serenta xf0x9fx98x82,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
telusur cepat pe emuan hatta ali setya novanto pecat hakim sepi main mata,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
kafir asli menang busa mulut alam nyata pecundangoh puja prabowo,1,1,1,0,1,0,0,0,0,1,0,0,Yes,Yes
langsung kangen lihat crot crotan,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
brim segi sistem pulang ekonomi tan sri dato seri sulaiman mahbub urus telekom malaysia manifesto baris nasional hebat negara,0,0,0,0,0,0,0,0,0,0,0,0,No,No
indonesia mundur jokowi kroni kroni kelola isu uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
anjing najis banget mino jelek,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
program cina tumpuk rakyat warga kirim negara warga negara asia tenggara utama indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
dongkrak bonus dealer enak ya kayak ngerakitnnnnnpengen beli dongkrak buaya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
hidup cebong produksi makan hoaks,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
ya nih pas sekolah agung jurus science pas kasih tau konsep ekonomi jiplak enak pusar,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pe anyaan gue romo rochadi jatuh hati kenal status butuh status liber meni katolik nikah katolik cerai sifat monogami,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tuntasnselama mental jabat malingwakil rakyat hianataparat keparatsemua birokrasi emen suka maksiatnbahkan suka tusuk pantatnfacupfinal,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
moga gubernur amanah bawa rahmat umat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
etnis asli singapura kuasa melayu cina jajah rebut,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
dasar manusia homo,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
bilang kaum nabi lut nusantara bera i tuduh orang nusantara sepe i nu gay lesbi malas bro respect nyata beda golong radikal,0,0,0,0,0,0,0,0,0,0,0,0,No,No
gue jujur gue darah india cina kayak,0,0,0,0,0,0,0,0,0,0,0,0,No,No
op rohingya orang kristen bunuh afghanistan orang yahudi bunuh palestina tpmuslim teroris,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
arab saudi pimpin bani saudternyata bobotbibit bebetnya utama to dibandingnbaru tau akutq om cerah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
urus urus gue hina banget orang,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
anjing gue kasih hadiah pulsa menang ya,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
pribadi peduli tipu islam menteri tipu buka,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
babyyy huh bukti kau hyung titit nya huh,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
orang edan iya isonge i id card barang saut haha,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
faktafreepo ganti rezim perintah susilo bambang yudhoyono joko widodo 2014 nasib freepo grasberg tanda ayo indonesia indonesiakuasaifreepo freepo,0,0,0,0,0,0,0,0,0,0,0,0,No,No
teman manusia homo heran,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
remaja lomba lomba asing anak punk ajar jalan sunnah otomatis asing,0,0,0,0,0,0,0,0,0,0,0,0,No,No
and benci partai adil sejahtera agen yahudi komunis,0,0,0,0,0,0,0,0,0,0,0,0,No,No
twitter gusur gusur rakyat derita,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
msnakdnskdnskdndjfn bom,0,0,0,0,0,0,0,0,0,0,0,0,No,No
2018 international monetary fund pe ahankan pe umbuhan ekonomi global 39,0,0,0,0,0,0,0,0,0,0,0,0,No,No
panas terima korban jonru ginting warganet protes korban jokowi,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
perempuan bangsa menang sudirman saidida fauziyah sawer dirman ida sawer jawa,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tuyul kali ah usir guanlinxf0x9fx99x84,0,0,0,0,0,0,0,0,0,0,0,0,No,No
rumah ranah indah orang diam culun bakar keren bijak semangat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
film masuk ya film korea judul wish hope cerita anak perkosa anus ya operasi alami maaf cacat permanen pokok cerita ayah ju,0,0,0,0,0,0,0,0,0,0,0,0,No,No
mampus bangkrut bandar,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
negara tunduk front bela islam lengser jabat libat,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
mudah mudah gue ketemu sih babi iwan bopeng mungut suara nya anjing ahok,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
tolak mundur presiden zimbabwe pecat ainya indonesia hebat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ah tai gue aria,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
sepele suara rakyat suara rakyat presiden presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
itik be elor ayam rami ahok bangun benda mati manusia pas berswafoto dasar anus,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
gue onta arab salam kenal iya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
oh ranjem nama ampas gembus nama ampas fermentasi sepe i tempeoncom,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cerdas cebong otak takar junjung nyanya nama generasi lahir lahir got,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
sahabat sahabat warga jawa mari tolak benci semangat mas amp mas amp mbak kompak pasang calon gubernur jawa raya ulang sudirman said,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bodoh katotoloyo model apes,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
gubernur jawa barat resmi monumen kawasan ciletuh labuh ratu,0,0,0,0,0,0,0,0,0,0,0,0,No,No
komputer sebelas calon ilham presiden 1 dunia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bicara sylvi lihat oke debat ahok sylvi langsung kuat goblok,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
viktor agama kristen ancam bunuh orang islam,1,0,1,0,1,0,0,0,0,1,0,0,Yes,No
cebong dongok xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
tuju nyata pelik tiada i presiden i tup tup bubuh pm,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ohbera i mundur boneka,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
bangsat dah ramah gue,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
freepo sepe i pabrik garment otomotif beli saham negara hebat freepo garuk kaya alam indonesia perintah beli saham hebatsungguh mu,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tani presiden joko widodo be emu ulama kota bekas kabupaten bekas kota depok kabupaten karawang kabupaten purwaka a dengar keluh be ukar pikir sepakat jaga pesta demokrasi sejuk indonesia maju,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cowok gentle banget banci bicara ejek teman teman,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
bola main lapang dimainmainin congor bapuk,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
dak bos pusat dana studio modal bos manajer band nya member band nya pecah otak galau ontong rusak fisik ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
izin perintah goblok kasih izin,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
cinta monyet,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pas lihat goeun kayak asing oh nyata minho,0,0,0,0,0,0,0,0,0,0,0,0,No,No
minminnpa bahan laennitu indonesiaanntp cocot otak pnh nafsu kuasa,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
haha iya cacat kayak ya otak otak ayam wkwk,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
autis bang,0,0,0,0,0,0,0,0,0,0,0,0,No,No
amp langgar atur undang undang pakde diam kayak bangkennbegitu amp xe2x80xa6,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
cita jaka a,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kawasan ekonomi khusus tarik investor kembang kayak harap men,0,0,0,0,0,0,0,0,0,0,0,0,No,No
joget raffi ahmad ayu ting ting bilang norak kampung nagita slavina kronologi uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
kodok macan asia ya level laaah beda kelasss jauuuhcma orang orang dongoook dungu elu elu kodok sih munafik,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
bank dunianotak onta sih lundongok malas bego tolol ya onta,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
dunia nafsu ya kang sayap kayak burung hantu uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
hafal surah alquran masuk ayatayat rang bunuh penggal kafir ayat cocok cocok penis,1,1,0,1,1,0,0,1,0,0,1,0,Yes,Yes
anak muda indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
alhamdulillah 1 malam tembus 100subcribe channel no,0,0,0,0,0,0,0,0,0,0,0,0,No,No
najis anjir goblok banget,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
titit ku sakit jebol mulu,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
basi isu partai komunis indonesia,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
efek undang undang md3 komen suka hati,0,0,0,0,0,0,0,0,0,0,0,0,No,No
uang muanas munafik,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
presiden ri ketua partai demokrasi indonesia juang megawati soekarno putri pidato soekarno tinta emas abad 20,0,0,0,0,0,0,0,0,0,0,0,0,No,No
islam husnuzan hhhmmm,0,0,0,0,0,0,0,0,0,0,0,0,No,No
gubernur anies baswedan be emu menteri negeri raja maroko noureddine boutayeb rabat 18 april 2018 pe emuan bilateral bahas kembang ekonomi politik 20,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pojok jamban nnnyari lampu haha nnexoonburjkhalifa exo,0,0,0,0,0,0,0,0,0,0,0,0,No,No
indonesia cina,1,0,1,0,0,1,0,0,0,1,0,0,Yes,No
sakit jiwa kali ya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
sepupu kristen,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tuju usir cina negeri,1,0,0,1,0,1,0,0,0,0,0,1,Yes,No
xe2x80x9ckepada negara negara arabxe2x80x9d bera i negara arab pinjam palestina beban utang palestina patungan ringan orang indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
mata sipit lihat petexf0x9fx8cx9a,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kangen nete,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
kh maruf bicara belaga budek belaga pilon sundul xf0x9fx91x89gantipresiden2019 goblok kebangetannt3tapjokowi jokowi,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
senang fan mati lupa bego banget uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
cerdas susilo bambang yudhoyono undang undang pilih sah a inya calon presidencalon wakil presiden curi stasiun kampanye agus harimurti yudhoyono manfaat,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
hobi bodoh orgnmencerca ngedunguin orgdan orang enak jidat kacung cebong sok care hak asasi manusia jijik lihat orang panuan penuh panu,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
parfum tai ayam,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
salah dodol wkwk telur murah beli untung mahal beli bela dasar cebong kutuk,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
burung twitter burung onta mantapnnteenchoice choice fandom directioners,0,0,0,0,0,0,0,0,0,0,0,0,No,No
presiden jokowi sorot minim promosi asi games presiden jokowi widodo joko,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ajak desak perintah atur islam larang indonesia salam,1,0,0,1,1,0,0,0,0,0,0,1,Yes,No
trio provokator wiwo amun amp sok tipu uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
xf0x9fx98x8axf0x9fx98x8axf0x9fx98x8a iya gue pinggir koreng cantik,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
ya prabowo ruhut jokowi korban umat islam,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
anggota tentara nasional indonesia polisi republik indonesia pegawai negeri sipil kredit rumah uang muka,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tjahjo perintah fraksi dewan wakil rakyat laku lobi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jokowi jongos luhut,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
us oh cutenindo anjing cakepnnus lolnindo anjing ngakaknnus do meannindo anjing jelasxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
ya ya materi hukum gue susah jurusanxf0x9fx98x82 porsi susah ilmu alam banding banding jurus gue susah borjuis elite bagus alah tai kucing xf0x9fx98xa9,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
biar kritik mesra komunis cina perang dagang as,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cowok 2 bajing ya banci raditya dika ya cewek suka bajing,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
adek armando lapor polisi kait azan,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cina usaha kuasa politik hukum indonesia,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
lihat direct message ah tau gue bolotxf0x9fx98xa9,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
bacot ya,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
8 suka teman bang sengaja tau mampus,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
koar pro asing song singtetaplah cina kiblat bwg putihjosssssssslah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
caitlyn jenner pacar perempuan transgender ya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
